title,content,tokens
Page 543,"520 E2E Tests in Angular with Cypress API_USERS = response.results; ... API_USERS.forEach((user) => { const url = user.picture.large; const imageName = url.substr(url. lastIndexOf('/') + 1); cy.intercept(url, { fixture: `images/${imageName}` }); }); .visit('/users'); }); ... }); If you see the tests now, all of them should still be passing, as follows: Figure 11.19 – All tests passing after using images fixtures Looking at the tests, you might be thinking: ""It all seems exactly as before, Ahsan. How do I know we're mocking the images?"" Well, good question. We already have a way to test that.",170
Page 544,"Using Cypress fixtures to provide mock data 521 5. In the cypress/fixtures/images folder, we have a file named 9.jpg , and another test file named 9_test.jpg . Let's modify the name of the 9.jpg file to 9_original.jpg and the 9_test.jpg file to 9.jpg . If you see the tests now, you should see a different result for the last test using the replaced file, as follows: Figure 11.20 – Cypress tests using images from the fixture Great!!! Y ou now know how to use fixtures in Cypress E2E tests. Now that you've finished the recipe, see the next section on how this works. How it works… We use fixtures in a Cypress test using the cy.fixture() method, which allows us to use data from a file. In this recipe, we use fixtures for the HTTP call that gets the user data and for the images. But how does it work? Essentially, the fixture method has four overloads, as follows: cy.fixture(filePath) cy.fixture(filePath, encoding) cy.fixture(filePath, options) cy.fixture(filePath, encoding, options)",262
Page 545,"522 E2E Tests in Angular with Cypress The filePath parameter takes a string as the file path relative to the Fixture folder, which defaults to the cypress/fixture path, although we can provide a different Fixture folder by defining a fixturesFolder property in the cypress.json configuration file. Notice that for the HTTP call, we use the cy.fixture('users.json') statement, which essentially points to the cypress/fixture/users.json file. First of all, we use the cy.fixture('users.json') method before the cy.visit() method to ensure that our immediate XHR call that triggers on launching the application uses the fixture. If you change the code otherwise, you'll see that it doesn't work as expected. We then use the .then() method to get hold of the data from the users.json file. Once we get the data ( response ) object, we use the cy.intercept() method using a Minimatch glob pattern to intercept the HTTP call to get the users' data, and we provide this response object from the fixture as the response for the HTTP call. As a result, all the calls made to the endpoint matching the 'https://api.randomuser.me/ *' glob use our fixture—that is, the users. json file. We also do one more interesting thing in the recipe, and that is mocking the images to avoid fetching them from their original source. This is super-handy when you use a third- party API and you have to pay for each call made to the API. We already have the fixture images stored in the cypress/fixture/images folder. Therefore, we loop over the API_USERS array for each user and extract the filename (the imageName variable). We then intercept each HTTP call done to fetch the images and use the fixture image instead of the original resource in our tests. See also • Cypress fixtures documentation ( https://docs.cypress.io/api/ commands/fixture ) • cy.intercept() method documentation ( https://docs.cypress.io/ api/commands/intercept )",451
Page 546,"12 Performance Optimization in Angular Performance is always a concern in any product that you build for end users. It is a critical element in increasing the chances of someone using your app for the first time becoming a customer. Now, we can't really improve an app's performance until we identify potential possibilities for improvement and the methods to achieve this. In this chapter, you'll learn some methods to deploy when it comes to improving Angular applications. Y ou'll learn how to analyze, optimize, and improve your Angular app's performance using several techniques. Here are the recipes we're going to cover in this chapter: • Using OnPush change detection to prune component subtrees • Detaching the change detector from components • Running async events outside Angular with runOutsideAngular • Using trackBy for lists with *ngFor • Moving heavy computation to pure pipes",174
Page 547,"524 Performance Optimization in Angular • Using web workers for heavy computation • Using performance budgets for auditing • Analyzing bundles with webpack-bundle-analyzer Technical requirements For the recipes in this chapter, make sure you have Git and Node.js installed on your machine. Y ou also need to have the @angular/cli package installed, which you can do with npm install -g @angular/cli from your terminal. The code for this chapter can be found at the following link: https://github.com/PacktPublishing/ Angular-Cookbook/tree/master/chapter12. Using OnPush change detection to prune component subtrees In today's world of modern web applications, performance is one of the key factors for a great user experience (UX) and, ultimately, conversions for a business. In this recipe, being the first recipe of this chapter, we're going to discuss the fundamental or the most basic optimization you can do with your components wherever it seems appropriate, and that is by using the OnPush change-detection strategy. Getting ready The project we are going to work with resides in Chapter12/start_here/using- onpush-change-detection , inside the cloned repositor: 1. Open the project in Visual Studio Code (VS Code ). 2. Open the terminal and run npm install to install the dependencies of the project. 3. Run the ng serve -o command to start the Angular app and serve it on the browser. Y ou should see the app, as follows:",320
Page 548,"Using OnPush change detection to prune component subtrees 525 Figure 12.1 – App using OnPush change detection running at http://localhost:4200 Now that we have the project served on the browser, let's see the steps of the recipe in the next section. How to do it… The app we're working with has some performance issues, particularly with the UserCardComponent class. This is because it is using the idUsingFactorial() method to generate a unique ID to show on the card. We're going to experience and understand the performance issue this causes. We will try to fix the issue using the OnPush change-detection strategy. Let's get started: 1. First, try to search for a user named Elfie Siegert by entering their name in the search box. Y ou'll notice that the app immediately hangs and that it takes a few seconds to show the user. Y ou'll also notice that you don't even see the typed letters in the search box as you type them. Let's add some logic to the code. We'll check how many times Angular calls the idUsingFactorial() method when the page loads.",241
Page 549,"526 Performance Optimization in Angular 2. Modify the app/core/components/user-card/user-card.component. ts file, updating it as follows: ... @Component({...}) export class UserCardComponent implements OnInit { ... constructor(private router: Router) {} ngOnInit(): void { if (!window['appLogs']) { window['appLogs'] = {}; } if (!window['appLogs'][this.user.email]) { window['appLogs'][this.user.email] = 0; } } ... idUsingFactorial(num, length = 1) { window['appLogs'][this.user.email]++; if (num === 1) {...} else {...} } } 3. Now, refresh the app and open the Chrome DevTools and, in the Console tab, type appLogs and press Enter . Y ou should see an object, as follows:",205
Page 550,"Using OnPush change detection to prune component subtrees 527 Figure 12.2 – Logs reflecting number of calls to idUsingFactorial() method 4. Now, type the name Elfie Siegert again in the search box. Then, type appLogs again in the Console tab and press Enter to see the object again. Y ou'll see that it has some increased numbers. If you didn't make a typo while entering the name, you should see something like this: Figure 12.3 – Logs after typing the name Elfie Siegert",118
Page 551,"528 Performance Optimization in Angular Notice the count when calling the idUsingFactorial() method for justin. grewal@example.com . It has increased from 40 to 300 now, in just a few key presses. Let's use the OnPush change-detection strategy now. This will avoid the Angular change-detection mechanism running on each browser event, which currently causes a performance issue on each key press. 5. Open the user-card.component.ts file and update it, as follows: import { ChangeDetectionStrategy, Component, ... } from '@angular/core'; ... @Component({ selector: 'app-user-card', templateUrl: './user-card.component.html', styleUrls: ['./user-card.component.scss'], changeDetection: ChangeDetectionStrategy.OnPush, }) export class UserCardComponent implements OnInit { ... } 6. Now, try typing the name Elfie Siegert again in the search box. Y ou'll notice that you can now see the typed letters in the search box, and it doesn't hang the app as much. Also, if you look at the appLogs object in the Console tab, you should see something like this:",264
Page 552,"Using OnPush change detection to prune component subtrees 529 Figure 12.4 – Logs after typing the name Elfie Siegert with OnPush strategy Notice that even after refreshing the app, and after typing the name Elfie Siegert , we now have a very low number of calls to the idUsingFactorial() method. For example, for the justin.grewal@example.com email address, we only have 20 hits, instead of the initial 40 hits shown in Figure 12.2, and 300 hits, as shown in Figure 12.3, after typing. Great! Within a single step, by using the OnPush strategy we were able to improve the overall performance of our UserCardComponent . Now you know how to use this strategy, see the next section to understand how it works. How it works… Angular by default uses the Default change-detection strategy—or technically, it is the ChangeDetectionStrategy.Default enum from the @angular/core package. Since Angular doesn't know about every component we create, it uses the Default strategy to not encounter any surprises. But as developers, if we know that a component will not change unless one of its @Input() variables changes, we can—and we should—use the OnPush change-detection strategy for that component. Why? Because it tells Angular to not run change detection until an @Input() variable for the component changes. This strategy is an absolute winner for presentational components (sometimes called dumb components), which are just supposed to show data using @Input() variables/ attributes, and emit @Output() events on interactions. These presentational components usually do not hold any business logic such as heavy computation, using services to make HyperText Transfer Protocol (HTTP) calls, and so on. Therefore, it is easier for us to use the OnPush strategy in these components because they would only show different data when any of the @Input() attributes from the parent component change.",404
Page 553,"530 Performance Optimization in Angular Since we are now using the OnPush strategy on our UserCardComponent , it only triggers change detection when we replace the entire array upon searching. This happens after the 300ms debounce (line 28 in the users.component.ts file), so we only do it when the user stops typing. So, essentially, before the optimization, the default change detection was triggering on each keypress being a browser event, and now, it doesn't. Important note As you now know that the OnPush strategy only triggers the Angular change-detection mechanism when one or more of the @Input() bindings changes, this means that if we change a property within the component (UserCardComponent ), it will not be reflected in the view because the change-detection mechanism won't run in this case, since that property isn't an @Input() binding. Y ou would have to mark the component as dirty so that Angular could check the component and run change detection. Y ou'll do this using the ChangeDetectorRef service—specifically, with the .markForCheck() method. See also • Angular ChangeDetectionStrategy official documentation ( https:// angular.io/api/core/ChangeDetectionStrategy ) • markForCheck() method official documentation ( https://angular.io/ api/core/ChangeDetectorRef#markforcheck ) Detaching the change detector from components In the previous recipe, we learned how to use the OnPush strategy in our components to avoid Angular change detection running unless one of the @Input() bindings has changed. There is, however, another way to tell Angular to not run change detection at all, in any instance. This is handy when you want full control on when to run change detection. In this recipe, you'll learn how to completely detach the change detector from an Angular component to gain performance improvements.",387
Page 554,"Detaching the change detector from components 531 Getting ready The project for this recipe resides in Chapter12/start_here/detaching- change-detecto: 1. Open the project in VS Code. 2. Open the terminal and run npm install to install the dependencies of the project. 3. Run the ng serve -o command to start the Angular app and serve it on the browser. Y ou should see the app, as follows: Figure 12.5 – App detaching-change-detector running at http://localhost:4200 Now that we have the project served on the browser, let's see the steps of the recipe in the next section.",141
Page 555,"532 Performance Optimization in Angular How to do it… We have the same users list application but with a twist. Right now, we have the UserSearchInputComponent component that holds the search input box. This is where we type the username to search for it in the users list. On the other hand, we have the UserCardListComponent component that has a list of users. We'll first experience the performance issues, and then we'll detach the change detector smartly to gain performance improvements. Let's get starte: 1. Refresh the app in the browser, then just click inside the search input, and then click outside the search input to first trigger a focus event on the input and then to trigger a blur event. Repeat this two times more, and then, on the console inside the Chrome Dev Tools, check the value of the appLogs object. Y ou should see something like this: Figure 12.6 – Logs after performing focus and blur three times on the search input The preceding screenshot shows that the idUsingFactorial() method in the UserCardComponent class for the justin.grewal@example.com user has been called about 100 times, just in the steps we've performed so far. 2. Now, try to search for the elfie user by entering the name quickly in the search box. Y ou'll notice that the app immediately hangs, and it takes a few seconds to show the user. Y ou'll also notice that you don't even see the letters being typed in the search box as you type them. If you've followed Step 1 and Step 2 correctly, you should see an appLogs object, as follows:",347
Page 556,"Detaching the change detector from components 533 Figure 12.7 – Logs after typing elfie in the input search box Y ou can see in the preceding screenshot that the idUsingFactorial() method for the justin.grewal@example.com user has now been called about 220 times. 3. In order to improve performance, we'll use the ChangeDetectorRef service in this recipe to completely detach the change detector from the UsersComponent component, which is our top component for the Users page. Update the users. component.ts file, as follows: import { ChangeDetectorRef, Component, OnInit} from '@ angular/core'; ... @Component({...}) export class UsersComponent implements OnInit { users: IUser[]; constructor( private userService: UserService, private cdRef: ChangeDetectorRef ) {} ngOnInit() { this.cdRef.detach(); this.searchUsers(); } }",199
Page 557,"534 Performance Optimization in Angular If you refresh the app now, you'll see… Actually, you won't see anything, and that's fine—we have more steps to follow. 4. Now, since we want to run change detection only when we have searched the users—that is, when the users array changes in the UsersComponent class—we can use the detectChanges() method of the ChangeDetectorRef instance. Update the users.component.ts file again, as follows: ... @Component({...}) export class UsersComponent implements OnInit { ... searchUsers(searchQuery = '') { this.userService.searchUsers( searchQuery).subscribe((users) => { this.users = users; this.cdRef.detectChanges(); }); } ... } 5. Now, try performing the actions again—that is, refresh the page, focus in on the input, focus out, focus in, focus out, focus in, focus out, and then type elfie in the search input. Once you've followed the steps, you should see the appLogs object, as follows: Figure 12.8 – Logs after performing the test steps and using ChangeDetectorRef.detach()",254
Page 558,"Detaching the change detector from components 535 Y ou can see in the preceding screenshot that even after performing all the actions mentioned in Step 1 and Step 2 , we have a very low count of the change-detection run cycle. Awesomesauce! Y ou've just learned how to detach the Angular change detector using the ChangeDetectorRef service. Now that you've finished the recipe, see the next section to understand how it works. How it works… The ChangeDetectorRef service provides a bunch of important methods to control change detection completely. In the recipe, we use the .detach() method in the ngOnInit() method of the UsersComponent class to detach the Angular change- detection mechanism from this component as soon as it is created. As a result, no change detection is triggered on the UsersComponent class, nor in any of its children. This is because each Angular component has a change-detection tree in which each component is a node. When we detach a component from the change-detection tree, that component (as a tree node) is detached, and so are its child components (or nodes). By doing this, we end up with absolutely no change detection happening for the UsersComponent class. As a result, when we refresh the page nothing is rendered, even after we've got the users from the application programming interface (API ) and have got them assigned to the users property inside the UsersComponent class. Since we need to show the users on the view, which requires the Angular change-detection mechanism to be triggered, we use the .detectChanges() method from the ChangeDetectorRef instance, right after we've assigned the users data to the users property. As a result, Angular runs the change-detection mechanism, and we get the user cards shown on the view. This means that in the entire Users page (that is, on the /users route) the only time the Angular change-detection mechanism would trigger after the UsersComponent class has initiated is when we call the searchUsers() method, get the data from the API, and assign the result to the users property, thus creating a highly controlled change- detection cycle, resulting in much better performance overall. See also • ChangeDetectorRef official documentation ( https://angular.io/api/ core/ChangeDetectorRef )",483
Page 559,"536 Performance Optimization in Angular Running async events outside Angular with runOutsideAngular Angular runs its change-detection mechanism on a couple of things, including—but not limited to—all browser events such as keyup , keydown , and so on. It also runs change detection on setTimeout , setInterval , and Ajax HTTP calls. If we had to avoid running change detection on any of these events, we'd have to tell Angular not to trigger change detection on them—for example, if you were using the setTimeout() method in your Angular component, it would trigger an Angular change detection each time its callback method was called. In this recipe, you'll learn how to execute code blocks outside of the ngZone service, using the runOutsideAngular() method. Getting ready The project for this recipe resides in Chapter12/start_here/run-outside- angula: 1. Open the project in VS Code. 2. Open the terminal and run npm install to install the dependencies of the project. 3. Run the ng serve -o command to start the Angular app and serve it on the browser. Y ou should see the app, as follows: Figure 12.9 – App run-outside-angular running on http://localhost:4200 Now that we have the app running, let's see the steps of the recipe in the next section.",283
Page 560,"Running async events outside Angular with runOutsideAngular 537 How to do it… We have an app that shows a watch. However, the change detection right now in the app is not optimal, and we have plenty of room for improvement. We'll try to remove any unnecessary change detection using the runOutsideAngular method from ngZone . Let's get starte:. 1. The clock values are constantly updating. Thus, we have change detection running for each update cycle. Open the Chrome DevTools and switch to the Console tab. Type appLogs and press Enter to see how many times change detection has run for the hours , minutes , seconds , and milliseconds components. It should look like this: Figure 12.10 – The appLogs object reflecting number of change-detection runs 2. To measure performance, we need to see the numbers within a fixed time period. Let's add some code to turn off the interval timer in 4 seconds from the app's start for the clock. Modify the watch-box.component.ts file, as follows: ... @Component({...}) export class WatchBoxComponent implements OnInit { ... ngOnInit(): void { this.intervalTimer = setInterval(() => { this.timer(); }, 1); setTimeout(() => { clearInterval(this.intervalTimer); }, 4000); } ... }",285
Page 561,"538 Performance Optimization in Angular 3. Refresh the app and wait for 4 seconds for the clock to stop. Then, type appLogs multiple times in the Console tab, press Enter , and see the results. The clock stops but the animation is still running. Y ou should see that change detection for the watch key still increases, as follows: Figure 12.11 – Change detection still running for the watch component 4. Let's also stop the animation inside the watch after 4 seconds. Update the watch. component.ts file, as follows: ... @Component({...}) export class WatchComponent implements OnInit { ... ngOnInit(): void { this.intervalTimer = setInterval(() => { this.animate(); }, 30); setTimeout(() => { clearInterval(this.intervalTimer); }, 4000); } ... } Refresh the app and wait for the animation to stop. Have a look at the appLogs object in the Chrome DevTools. Y ou should see that change detection stops for the watch key, as follows:",221
Page 562,"Running async events outside Angular with runOutsideAngular 539 Figure 12.12 – Change detection stops after we stop the animation interval 5. We want the animation to run but without causing additional change-detection runs. This is because we want to make our app more performant. So, let's just stop the clock for now. To do that, update the watch-box.component.ts file, as follows: ... @Component({...}) export class WatchBoxComponent implements OnInit { ... ngOnInit(): void { // this.intervalTimer = setInterval(() => { // this.timer(); // }, 1); // setTimeout(() => { // clearInterval(this.intervalTimer); // }, 4000); } } Since we've now stopped the clock, the values for appLogs for the watch key are now only based on the animation for these 4 seconds. Y ou should now see a value between 250 and 260 for the watch key. 6. Let's avoid running change detection on the animation by running the interval outside the ngZone service. We'll use the runOutsideAngular() method for this. Update the watch.component.ts file, as follows: import { ...",255
Page 563,"540 Performance Optimization in Angular ViewChild, NgZone, } from '@angular/core'; @Component({...}) export class WatchComponent implements OnInit { ... constructor(private zone: NgZone) { ... } ngOnInit(): void { this.zone.runOutsideAngular(() => { this.intervalTimer = setInterval(() => { this.animate(); }, 30); setTimeout(() => { clearInterval(this.intervalTimer); }, 2500); }); } ... } Refresh the app and wait for about 5 seconds. If you check the appLogs object now, you should see a decrease in the overall number of change-detection runs for each of the properties, as follows: Figure 12.13 – The appLogs object after using runOutsideAngular() in WatchComponent Y ayy! Notice that the value for the watch key in the appLogs object has decreased from about 250 to 4 now. This means that our animation now doesn't contribute to change detection at all.",216
Page 564,"Running async events outside Angular with runOutsideAngular 541 7. Remove the usage of clearInterval() from the animation for the WatchComponent class. As a result, the animation should keep running. Modify the watch.component.ts file, as follows: ... @Component({...}) export class WatchComponent implements OnInit { ... ngOnInit(): void { ... this.ngZone.runOutsideAngular(() => { this.intervalTimer = setInterval(() => { this.animate(); }, 30); setTimeout(() => { // ← Remove this block clearInterval(this.intervalTimer); }, 4000); }); } ... } 8. Finally, remove the usage of clearInterval() from the WatchBoxComponent class to run the clock. Update the watch-box.component.ts file, as follows: import { Component, OnInit } from '@angular/core'; @Component({ selector: 'app-watch-box', templateUrl: './watch-box.component.html', styleUrls: ['./watch-box.component.scss'], }) export class WatchBoxComponent implements OnInit { name = ''; time = { hours: 0, minutes: 0,",260
Page 565,"542 Performance Optimization in Angular seconds: 0, milliseconds: 0, }; intervalTimer; constructor() {} ngOnInit(): void { this.intervalTimer = setInterval(() => { this.timer(); }, 1); setTimeout(() => { // ← Remove this clearInterval(this.intervalTimer); }, 4000); } ... } Refresh the app and check the value of the appLogs object after a few seconds, multiple times. Y ou should see something like this: Figure 12.14 – The appLogs object after performance optimization with runOutsideAngular()",128
Page 566,"Running async events outside Angular with runOutsideAngular 543 Looking at the preceding screenshot, you'd be like: ""Ahsan! What is this? We still have a huge number for the change-detection runs for the watch key. How is this performant exactly?"" Glad you asked. I will tell you the why in the How it works… section. 9. As a final step, stop the Angular server and run the following command to start the server in production mode: ng serve --prod 10. Navigate to https://localhost:4200 again. Wait for a few seconds and then check the appLogs object in the Console tab multiple times. Y ou should see the object, as follows: Figure 12.15 – The appLogs object using the production build Boom! If you look at the preceding screenshot, you should see that the change-detection run count for the watch key is always just one cycle more than the milliseconds key. This means that the WatchComponent class is almost only re-rendered whenever we have the value of the @Input() milliseconds binding updated. Now that you've finished the recipe, see the next section to understand how it all works.",247
Page 567,"544 Performance Optimization in Angular How it works… In this recipe, we begin by looking at the appLogs object, which contains some key-value pairs. The value for each key-value pair represents the number of times Angular ran change detection for a particular component. The hours , milliseconds , minutes , and seconds keys represent the WatchTimeComponent instance for each of the values shown on the clock. The watch key represents the WatchComponent instance. At the beginning of the recipe, we see that the value for the watch key is more than twice the value of the milliseconds key. Why do we care about the milliseconds key at all? Because the @Input() attribute binding milliseconds changes most frequently in our application—that is, it changes every 1 millisecond (ms). The second most frequently changed values are the xCoordinate and yCoordinates properties within the WatchComponent class, which change every 30 ms. The xCoordinate and yCoordinate values aren't bound directly to the template (the HyperText Markup Language (HTML)) because they change the Cascading Style Sheets (CSS) variables of the stopWatch view child. This happens inside the animate() method, as follows: el.style.setProperty('--x', `${this.xCoordinate}px`); el.style.setProperty('--y', `${this.yCoordinate}px`); Thus, changing these values shouldn't actually trigger change detection at all. We begin by limiting the clock window, using the clearInterval() method in the WatchBoxComponent class so that the clock stops within 4 seconds and we can evaluate the numbers. In Figure 12.11, we see that even after the clock stops, the change-detection mechanism keeps triggering for the WatchComponent class. This increases the count for the watch key in the appLogs object as time passes. We then stop the animation by using clearInterval() in the WatchComponent class. This stops the animation after 4 seconds as well. In Figure 12.12, we see that the count for the watch key stops increasing after the animation stops. We then try to see the count of change detection only based on the animation. In Step 6 , we stop the clock. Therefore, we only get a count based on the animation in the appLogs object for the watch key, which is a value between 250 and 260. We then introduce the magic runOutsideAngular() method into our code. This method is part of the NgZone service. The NgZone service is packaged with the @angular/core package. The runOutsideAngular() method accepts a method as a parameter. This method is executed outside the Angular zone. This means that the setTimeout() and setInterval() methods used inside the runOutsideAngular() method do not trigger the Angular change- detection cycle. Y ou can see in Figure 12.13 that the count drops to 4 after using the runOutsideAngular() method.",610
Page 568,"Using trackBy for lists with *ngFor 545 We then remove the clearInterval() usage from both the WatchBoxComponent and the WatchComponent classes—that is, to run the clock and the animation again, as we did in the beginning. In Figure 12.14, we see that the count for the watch key is almost twice the value of the milliseconds key. Now, why is that double exactly? This is because in development mode, Angular runs the change-detection mechanism twice. Therefore, in Step 9 and Step 10, we run the application in production mode, and in Figure 12.15, we see that the value for the watch key is just one greater than the value for the milliseconds key, which means that the animation does not trigger any change detection for our application any more. Brilliant, isn't it? If you found this recipe useful, do let me know on my socials. Now that you understand how it works, see the next section for further reading. See also • NgZone official documentation ( https://angular.io/api/core/NgZone ) • Angular ChangeDetectorRef official documentation ( https://angular. io/api/core/ChangeDetectorRef ) Using trackBy for lists with *ngFor Lists are an essential part of most of the apps we build today. If you're building an Angular app, there's a great chance you will use the *ngFor directive at some point. We know that *ngFor allows us to loop over arrays or objects generating HTML for each item. However, for large lists, using it may cause performance issues, especially when the source for *ngFor is changed completely. In this recipe, we'll learn how we can improve the performance of lists using the *ngFor directive with the trackBy function. Let's get started. Getting ready The project for this recipe resides in Chapter12/start_here/using-ngfor- trackb: 1. Open the project in VS Code. 2. Open the terminal and run npm install to install the dependencies of the project.",426
Page 569,"546 Performance Optimization in Angular 3. Run the ng serve -o command to start the Angular app and serve it on the browser. Y ou should see the app, as follows: Figure 12.16 – App using-ngfor-trackby running on http://localhost:4200 Now that we have the app running, let's see the steps of the recipe in the next section. How to do it… We have an app that has a list of 1,000 users displayed on the view. Since we're not using a virtual scroll and a standard *ngFor list, we do face some performance issues at the moment. Notice that when you refresh the app, even after the loader is hidden, you see a blank white box for about 2-3 seconds before the list appears. Let's start the recipe to reproduce the performance issues and to fix them. 1. First of all, open the Chrome DevTools and look at the Console tab. Y ou should see a ListItemComponent initiated message logged 1,000 times. This message will be logged any time a list-item component is created/initiated.",234
Page 570,"Using trackBy for lists with *ngFor 547 2. Now, delete the first item by using the cross button on it. Y ou should see the same message logged again about 999 times now, as shown in the following screenshot. This means we recreate the list-item component for the remaining 999 items: Figure 12.17 – Logs shown again after deleting an item 3. Now, refresh the app and tap on the first list item. Y ou should see the ListItemComponent initiated logs again, as shown in the following screenshot. This means we recreate all the list items on an item update. Y ou will notice that the update to the first item's name in the user interface (UI) is reflected in about 2-3 seconds: Figure 12.18 – Logs shown again after updating an item",172
Page 571,"548 Performance Optimization in Angular 4. Now, let's fix the performance issue by using the trackBy function. Open the the-amazing-list.component.ts file and update it, as follows: ... @Component({...}) export class TheAmazingListComponent implements OnInit { ... ngOnInit(): void {} trackByFn(_, user: AppUserCard) { return user.email; } } 5. Now, update the the-amazing-list.component.html file to use the trackByFn() method we just created, as follows: <h4 class=""heading"">Our trusted customers</h4> <div class=""list list-group""> <app-list-item *ngFor=""let item of listItems; trackBy: trackByFn"" [item]=""item"" (itemClicked)=""itemClicked.emit(item)"" (itemDeleted)=""itemDeleted.emit(item)"" > </app-list-item> </div> 6. Now, refresh the app, and click the first list item to update it. Y ou will notice that the item is updated immediately and we don't log the ListItemComponent initiated message again anymore, as shown in the following screenshot:",267
Page 572,"Using trackBy for lists with *ngFor 549 Figure 12.19 – No further logs after updating an item using the trackBy function 7. Delete an item as well now, and you will see we do not log the ListItemComponent initiated message again in this case, as well. Great!! Y ou now know how to use the trackBy function with the *ngFor directive to optimize the performance of lists in Angular. To understand all the magic behind the recipe, see the next section. How it works… The *ngFor directive by default assumes that the object itself is its unique identity, which means that if you just change a property in an object used in the *ngFor directive, it won't re-render the template for that object. However, if you provide a new object in its place (different reference in memory), the content for the particular item will re-render. This is what we actually do in this recipe to reproduce the performance-issue content. In the data.service.ts file, we have the following code for the updateUser() method: updateUser(updatedUser: AppUserCard) { this.users = this.users.map((user) => { if (user.email === updatedUser.email) { return { ...updatedUser, }; } // this tells angular that every object has now",279
Page 573,"550 Performance Optimization in Angular a different reference return { ...user }; }); } Notice that we use the object spread operator ( { … } ) to return a new object for each item in the array. This tells the *ngFor directive to re-render the UI for each item in the listItems array in the TheAmazingListComponent class. Suppose you send a query to the server to find or filter users. The server could return a response that has 100 users. Out of those 100, about 90 were already rendered on the view, and only 10 are different. Angular, however, would re-render the UI for all the list items because of the following potential reasons (but not limited to these): • The sorting/placement of the users could have changed. • The length of the users could have changed. Now, we want to avoid using the object reference as the unique identifier for each list item. For our use case, we know that each user's email is unique, therefore we use the trackBy function to tell Angular to use the user's email as the unique identifier. Now, even if we return a new object for each user after a user update from the updateUser() method (as previously shown), Angular doesn't re-render all the list items. This is because the new objects (users) have the same email and Angular uses it to track them. Pretty cool, right? Now that you've learned how the recipe works, see the next section to view a link for further reading. See also • NgForOf official documentation ( https://angular.io/api/common/ NgForOf ) Moving heavy computation to pure pipes In Angular, we have a particular way of writing components. Since Angular is heavily opinionated, we already have a lot of guidelines from the community and the Angular team on what to consider when writing components—for example, making HTTP calls directly from a component is considered a not-so-good practice. Similarly, if we have heavy computation in a component, this is also not considered a good practice. And when the view depends upon a transformed version of the data using a computation constantly, it makes sense to use Angular pipes. In this recipe, you'll learn how to use Angular pure pipes to avoid heavy computation within components.",466
Page 574,"Moving heavy computation to pure pipes 551 Getting ready The project we are going to work with resides in Chapter12/start_here/using- pure-pipes , inside the cloned repositor: 1. Open the project in VS Code. 2. Open the terminal and run npm install to install the dependencies of the project. 3. Run the ng serve -o command to start the Angular app and serve it on the browser. Y ou should see the app, as follows: Figure 12.20 – using-pure-pipes app running at http://localhost:4200",124
Page 575,"552 Performance Optimization in Angular Now that we have the project served on the browser, let's see the steps of the recipe in the next section. How to do it… The app we're working with has some performance issues, particularly with the UserCardComponent class because it uses the idUsingFactorial() method to generate a unique ID to show on the card. Y ou'll notice that if you try typing 'irin' in the search box, the app hangs for a while. We're not able to see the letters being typed instantly in the search box, and it takes a while before the results show. We will fix the issues by moving the computation in the idUsingFactorial() method to an Angular (pure) pipe. Let's get starte: 1. Let's create an Angular pipe. We'll move the computation for generating a unique ID for this pipe to later code. In the project root, run the following command in the terminal: ng g pipe core/pipes/unique-id 2. Now, copy the code for the createUniqueId() method from the user-card. component.ts file and paste it into the unique-id.pipe.ts file. We'll also modify the code a bit, so it should now look like this: ... @Pipe({...}) export class UniqueIdPipe implements PipeTransform { characters = 'ABCDEFGHIJKLMNOPQRSTUVWXYZabcdef ghijklmnopqrstuvwxyz0123456789'; createUniqueId(length) { var result = ''; const charactersLength = this.characters.length; for (let i = 0; i < length; i++) { result += this.characters.charAt( Math.floor(Math.random() * charactersLength) ); } return result; } ... transform(index: unknown, ...args: unknown[]): unknown",399
Page 576,"Moving heavy computation to pure pipes 553 { return null; } } 3. Now, also copy the idUsingFactorial() method from the user-card. component.ts file to the unique-id.pipe.ts file and update the file, as follows: import { Pipe, PipeTransform } from '@angular/core'; @Pipe({ name: 'uniqueId', }) export class UniqueIdPipe implements PipeTransform { ... idUsingFactorial(num, length = 1) { if (num === 1) { return this.createUniqueId(length); } else { const fact = length * (num - 1); return this.idUsingFactorial(num - 1, fact); } } transform(index: number): string { return this.idUsingFactorial(index); } } 4. Now, update the user-card.component.html file to use the uniqueId pipe instead of the component's method. The code should look like this: <div class=""user-card""> <div class=""card"" *ngIf=""user"" (click)=""cardClicked()""> <img [src]=""user.picture.large"" class=""card-img-top"" alt=""..."" /> <div class=""card-body"">",267
